airline_sentiment	airline	text
neutral	US Airways	"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir.  http://t.co/mFMNKmvOTR”RT I look 4ward to that follow back too!"
negative	US Airways	@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797
neutral	US Airways	"THE END: RT @USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/NBpCJCpEW9"
negative	US Airways	"@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting."
negative	US Airways	@USAirways I'll sincerely regret Dividend miles! Good things coming to an end :(
positive	US Airways	@USAirways thanks
neutral	US Airways	"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl"
negative	US Airways	@USAirways thanks for telling me my flight was on time when the plane was broken. You're an inferior airline.
neutral	US Airways	"@AlbertBreer just so you know who to complain to ;-) RT @USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir."
neutral	US Airways	@USAirways @AmericanAir for frequent flyer miles can we schedule interchangeably and get credit?
negative	US Airways	@USAirways I've called to resolve my dividend miles issue for a week to no avail.  Please advise ASAP.
negative	US Airways	@USAirways they finally answered. They were rude and didn't help me at all.
neutral	US Airways	"@USAirways @AmericanAir no, don't leave me!!!"
positive	US Airways	"@USAirways #success made flight , please thank the crew of 556 great time recovery"
neutral	US Airways	"@USAirways I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
positive	US Airways	@USAirways - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!
neutral	US Airways	@USAirways is this accurate? Safety guide shown no MP3 player usage during takeoff and landing. http://t.co/Nvk3IrG4KP
negative	US Airways	@USAirways I've been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error. Awful
neutral	US Airways	"@USAirways  I have a party of 4 booked for a flight in Aug. At 10:05am, how can I find out how much it would cost to change to an earlier fl"
negative	US Airways	@USAirways 1917. Still sitting here. Feels badly handled.
positive	US Airways	@USAirways  Lilly M in SJU check in is fabulous!
negative	US Airways	@USAirways Was just on hold with you all for TWO HOURS and then got hung up on. oh my god.
negative	US Airways	@USAirways. On phone hold for 30+ mins trying to speak to an agent. Can't change reservation online. Sigh. #badcustomerexperience
positive	US Airways	@USAirways that's where we are now. Thank you.
negative	US Airways	"@USAirways I've been on a music hold for over a hour trying to get my AAdvantage membership merged, can someone please call me ASAP?"
neutral	US Airways	@USAirways flight was full.  1 open middle seat.  Did not want to sit there.  What is your policy?
neutral	US Airways	@USAirways 657. My daughter Candice and I are together with her baby.
negative	US Airways	"@USAirways sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?"
negative	US Airways	@USAirways How about moving my seats to where I bought them 4 months ago? This happens far too often...
negative	US Airways	@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.
positive	US Airways	@USAirways #tbt every day.
negative	US Airways	@USAirways what's the issue with flight 4420 from jax being delayed tonight?
negative	US Airways	@USAirways got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated
neutral	US Airways	"@USAirways if you've got room on an earlier flight home, why charge me $75 to get on it? Be the hero!"
neutral	US Airways	@USAirways @CakeNDeath Question is will he and his lady behave...
positive	US Airways	"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single."
negative	US Airways	@USAirways any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours
negative	US Airways	@USAirways will these prices be honored? Ive waited this 1 1/2 hours on hold to make sure I can still get the prices I originally started
positive	US Airways	@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.
negative	US Airways	@USAirways what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!
negative	US Airways	@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.
negative	US Airways	@USAirways left us. had to stay on other flight until they got bags off. This sucks. Had to run with a baby and bags!
negative	US Airways	@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.
positive	US Airways	@USAirways thank you
negative	US Airways	@USAirways another bad experience today.  Frozen pipes on 597.  Missing connection.
negative	US Airways	"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!"
neutral	US Airways	@USAirways skys r sunny air is cold I can't wait to get to #CLT
negative	US Airways	@USAirways never imagined it would be so hard to SPEND money through US Air. Stubbornly hoping someone will come back to the phone.
negative	US Airways	@USAirways found great prices thru US Air for honeymoon. Website wont work and been on hold for more than a hour now after being told 10 min
negative	US Airways	@USAirways we on on the flight from phf to clt. At the terminal but can't get off plane yet. Need to get on iah flight.
negative	US Airways	@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time
negative	US Airways	@USAirways @AmericanAir I'm a chairman who was in 1st class on both my flights today. System Cancelled Flightled my tickets and kicked me out of 1st.
negative	US Airways	@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!
positive	US Airways	@USAirways 1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not #unreal
negative	US Airways	"@USAirways yeah , I have been expecting The same for 3 hours"
negative	US Airways	i wish i was flying @USAirways ... @JetBlue Cancelled Flightled our flights tomorrow and never notified us #FlyUS #Ripoff
negative	US Airways	@USAirways 502 M-phx Im still on The plane waiting And waiting
negative	US Airways	@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!
negative	US Airways	@USAirways our hold up now is the captain that was Late Flight...his bag doesn't fit.
negative	US Airways	@USAirways that's it?!?!?
positive	US Airways	@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀
negative	US Airways	@USAirways they had to turn the seat cushions over and clean the area. Please explain this issue?
negative	US Airways	"@USAirways My booked seat ended up being the last row which was labeled ""do no occupy"" had to play musical chairs for 30 mins. Unacceptable"
negative	US Airways	@USAirways phone support rebooked but orig flt was Late Flight. Made it!
positive	US Airways	@USAirways KUDOS to your phone support and Charlotte gate staff!
negative	US Airways	@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!
negative	US Airways	@USAirways I do to as I have an afternoon Conference in Las Vegas and I would rather plan ahead than run thru the airport and then attempt
negative	US Airways	@USAirways @HirasmusBidragi will try.. Now stuck on tarmac waiting on gate. :( may miss 9:25 connection #883)
negative	US Airways	"@USAirways I thought about moving a lot of business over too, but first impressions count.. Glad it was miles and not cash."
neutral	US Airways	@USAirways any chance of making #561?
negative	US Airways	@USAirways on flight # 556 delayed#connection help for flight # 561 # help via email
negative	US Airways	@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing
neutral	US Airways	"@USAirways Flight US 723 from @DublinAirport to @PHLAirport passing over @LoveLoughNeagh at 20,000 ft this morning. http://t.co/FRd0cAy6DA"
neutral	US Airways	@USAirways OK she is worried that something is wrong with the flight - #1870 - and should she consider flying earlier
negative	US Airways	@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.
negative	US Airways	"@USAirways my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]"
negative	US Airways	@USAirways lol thanks to you we had to switch to American http://t.co/Sl6BDRXfN8
negative	US Airways	@USAirways 'preciate it but cant get off plane to speak w agent / wont come on plane 5015 knoxville...?
neutral	US Airways	@USAirways good ideas...she is traveling today...at airport.  Need to petition faa regarding silly 24 name change rule.
neutral	US Airways	"@USAirways res went under her maiden name...married 50...no docs with maiden name.  Hence, problem."
negative	US Airways	@USAirways just called reservations.  Cannot change just able to put note on res.  Problem is tsa...
negative	US Airways	"@USAirways I'm delayed in TYS #5015, likely gonna miss my connection in CLT to CUN. Gotta get there today. Can you help me?"
negative	US Airways	@USAirways plz plz plz hold 4438 to EYW. The 810 PHL &gt;CLT is sooo Late Flight. Gonna miss the connection for @jabevan221 's 40th #GTH239
neutral	US Airways	"@USAirways btw, not upset at usaiways, promise."
negative	US Airways	@USAirways i hate you
negative	US Airways	"@USAirways it is the same passenger, just her maiden name ended up as last name through online Flight Booking Problems.  Yes, understand non transferable"
negative	US Airways	@USAirways understood and so does us airways.  Getting through tsa is the problem
negative	US Airways	@USAirways I paid for my seat.  I expect to be able to use my full seat
negative	US Airways	"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy"
negative	US Airways	@USAirways so I was just told I was coded as an upgrade... I clearly purchased this seat with my miles and refuse to downgrade. #ripoff
negative	US Airways	"@USAirways the gate agent said ""it's booked in full. Sorry"" I had a ticket with a 1st class seat. I will call customer service when I land."
negative	US Airways	"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!"
neutral	US Airways	@USAirways can they change to correct last name? Did via reservations already but said can't change ticket name..
negative	US Airways	@USAirways you're the only airline that's not open sooner. It's not a confidence booster.
negative	US Airways	@USAirways checked in last night @ airport by supervisor w boarding pass for 1A - boarding today seat changed to 7F. How does that happen?
negative	US Airways	@USAirways new problem...had wrong last name on reservation which is airways fixed. New can't get through TSA
negative	US Airways	@USAirways cardholder is flying.  We both have us airways and advantage cards which is more frustrating.
neutral	US Airways	@USAirways I received a brochure in the mail touting all the benefits of the advantage card with usa now merged...baggage included
neutral	US Airways	"@USAirways if I paid for ticket with advantage world executive card, do I pay baggage fees when flying us airways? Wife traveling now"
negative	US Airways	@USAirways this has been the worst trip with little to no customer service
negative	US Airways	@USAirways testing my patience this evening (or shall I say morning?). We waited an hour at the gate for you to find a gate agent.  130am
negative	US Airways	"@USAirways flying from Manchester international to Philadelphia and getting emails about delays, no information about connecting flights.."
negative	US Airways	"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day"
negative	US Airways	"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself"
negative	US Airways	@USAirways I waited on hold for too long. I shouldn't have to wait on hold forever when I never received a confirm. in the 1st place #help
negative	US Airways	"@USAirways Been dealing w/ @americanair to solve the probs your team created. Your Manch, NH staff is clearly your C-team, btw. #NotEvenJV"
positive	US Airways	@USAirways Will do :)
negative	US Airways	@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways
positive	US Airways	@USAirways thank you. We filled out a claim and hope to have the bags tomorrow.
negative	US Airways	"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags"
positive	US Airways	@USAirways - done :)
negative	US Airways	@USAirways : i was told my ticket expired but  i never recvd any notice  before it expired .This sucks.i paid 40k miles &amp; $125 for the tckt
positive	US Airways	"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!"
neutral	US Airways	@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?
negative	US Airways	@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail
neutral	US Airways	@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.
neutral	US Airways	@USAirways got through on the phone. usair Cancelled Flightled her return flights because she missed a flight on her way out. they took care of it
negative	US Airways	@USAirways I have run out of patience.. We are sitting in a bus without air in front of plane and there is no communication from anyone40min
negative	US Airways	@USAirways 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?
neutral	US Airways	“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent
negative	US Airways	@USAirways I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5
negative	US Airways	"@USAirways sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight."
negative	US Airways	@USAirways #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.
neutral	US Airways	@USAirways will I get the full amount credited to my account for US Airways credit?
negative	US Airways	@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.
negative	US Airways	@USAirways lost our luggage. #yay
neutral	US Airways	@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?
negative	US Airways	@USAirways really frustrating to be endlessly waiting at PHL for a ground crew to taxi us in at 10pm at night. Why is this taking so long?!
negative	US Airways	@USAirways Thanks for calling me about my 10:00p redirected flight at 10:07p. #SmoothOperation
negative	US Airways	@USAirways : its just a very bad customer service experience// can you help
negative	US Airways	"@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days , 20 + calls and i get a message to call back"
neutral	US Airways	@USAirways really!??
negative	US Airways	@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her
negative	US Airways	@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess
negative	US Airways	"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!"
negative	US Airways	@USAirways no your not!
negative	US Airways	@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled
positive	US Airways	@USAirways thank you for fixing my 5 hour delay.
negative	US Airways	@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing
negative	US Airways	@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8
neutral	US Airways	@USAirways please follow me so I can DM you about something
positive	US Airways	@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :)
positive	US Airways	@USAirways landed safely everything worked out.
negative	US Airways	@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth
negative	US Airways	@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.
negative	US Airways	@USAirways delays to the max
positive	US Airways	@USAirways on Sunday! Can't wait! See you then
negative	US Airways	@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA
negative	US Airways	@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far
negative	US Airways	"@USAirways attempting ckin for flight on 2/19 all day, site unable to retrieve details.  Called twice and disconnected."
negative	US Airways	@USAirways Emailed them a week ago and still nothing...
negative	US Airways	@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!
negative	US Airways	@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE
negative	US Airways	@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr
negative	US Airways	@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.
positive	US Airways	@USAirways finally rectified my flight situation! Thanks again
neutral	US Airways	@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?
positive	US Airways	@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything
negative	US Airways	@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done
negative	US Airways	@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.
negative	US Airways	@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr
negative	US Airways	@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here
positive	US Airways	@USAirways ice cream up front! Solid
positive	US Airways	@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout
negative	US Airways	@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!
negative	US Airways	"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers."
negative	US Airways	@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.
neutral	US Airways	"@USAirways is there nothing that can be done online to help? i bought these as a birthday present, just trying to be able to afford a change"
negative	US Airways	"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?"
negative	US Airways	@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone
negative	US Airways	@USAirways Not a great experience for my first time flying US Airways. Going forward I'll probably be taking my business elsewhere.
negative	US Airways	@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.
negative	US Airways	@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?
negative	US Airways	@USAirways so far I've gotten six different answers
negative	US Airways	@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.
neutral	US Airways	@USAirways I got an email asking me to checkin TMRW for a flight I meant to book for 3/19 - can someone please help! @WallStSlumLord @PKG49
negative	US Airways	"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where..."
negative	US Airways	@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.
negative	US Airways	@USAirways I'm sorry as well. It's been 24 hrs without my bag and I can't get a straight answers. I'm on call #6 for today.
negative	US Airways	@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.
negative	US Airways	@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.
negative	US Airways	@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.
negative	US Airways	@USAirways you run a piece of shit airline!!  Thanks for ruining AA
negative	US Airways	“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?
negative	US Airways	@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier
negative	US Airways	"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?"
negative	US Airways	@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.
neutral	US Airways	@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck
negative	US Airways	"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :("
negative	US Airways	@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.
negative	US Airways	@USAirways I don't think I've ever had a us airways flight that went smoothly.
negative	US Airways	@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL
negative	US Airways	"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks"
negative	US Airways	@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong
negative	US Airways	"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good"
negative	US Airways	@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool
negative	US Airways	"@USAirways @MarciaVeronicaa she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you."
negative	US Airways	@USAirways My last flight was Cancelled Flightled and I'm very disappointed.
negative	US Airways	@USAirways just lost a faithful customer.
negative	US Airways	@USAirways  I have 3 times and no one has been able to help me out
positive	US Airways	@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything
negative	US Airways	"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v"
negative	US Airways	"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided."
negative	US Airways	@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys
negative	US Airways	@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks
negative	US Airways	@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready
negative	US Airways	"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic"
negative	US Airways	"@USAirways that's understandable, my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate"
negative	US Airways	@USAirways  thanks! Now I just need to locate where my luggage is!
positive	US Airways	@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far
negative	US Airways	"@USAirways Thanks for showing interest...3880 to Greenville, SC."
negative	US Airways	@USAirways your app sucks balls compared to @AmericanAir
negative	US Airways	@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR
neutral	US Airways	"@USAirways Thanks. Suggestion: stop the promo messages after a bit and just run music &amp; a msg that says ""call volume is high."" #vrm"
negative	US Airways	"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!"
negative	US Airways	"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile"
negative	US Airways	@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.
positive	US Airways	@USAirways ok thank you we were told ground delay due to snow.
negative	US Airways	@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?
negative	US Airways	"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485"
neutral	US Airways	@USAirways Looking forward to some friends and family time in Arizona.
negative	US Airways	@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????
positive	US Airways	@USAirways @AmericanAir First Class all the way!!💺✈️ Headed to @portlandjetport http://t.co/kDMq0jps02
negative	US Airways	@USAirways started trying to reach a real person over an hour ago still no luck
negative	US Airways	"@USAirways us2118
My wife in Boston says no snow right now."
negative	US Airways	@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care
negative	US Airways	@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks
positive	US Airways	@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better
positive	US Airways	@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd
negative	US Airways	@USAirways @FAANews how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218
negative	US Airways	@USAirways I've been waiting for desk for 45 and on hold 36min and counting...photo of desk agent on phone not flattering.
positive	US Airways	@USAirways thanks.
negative	US Airways	@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...
positive	US Airways	@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow
neutral	US Airways	@USAirways I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?
negative	US Airways	@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them
negative	US Airways	@USAirways how does that help me when I get no response from there??? #usairwayssucks
negative	US Airways	@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard
positive	US Airways	@USAirways surprisingly quick response time by you and them. Thanks!
negative	US Airways	@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville
negative	US Airways	@USAirways strikes again...lost bags. And two of them. #theworst
negative	US Airways	@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again
negative	US Airways	@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?
negative	US Airways	@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease
negative	US Airways	@USAirways you can't even track my bag to see where it is. It's like it's disappeared.
negative	US Airways	@USAirways Can't get ahold of anyone to speak to about missing miles. It's been over a month since travel &amp; I've submitted twice online
negative	US Airways	"@USAirways I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!"
negative	US Airways	@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.
negative	US Airways	@USAirways I spent more on the room &amp; transportation then I did the whole flight
negative	US Airways	@USAirways I ask for reimbursement maybe miles added to my account for my inconvenience and for the money that I had to spend
negative	US Airways	@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service
negative	US Airways	@USAirways only to come home a day Late Flight to find out you guys have lost my luggage
negative	US Airways	"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off."
negative	US Airways	@USAirways I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport
negative	US Airways	@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?
negative	US Airways	"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher"
negative	US Airways	"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer."
negative	US Airways	@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges
negative	US Airways	@USAirways I've done everything. Still no luck in finding my bag. I don't understand how my bag could have been misplaced. Very upsetting.
negative	US Airways	@USAirways that wasn’t my Q but thanks. Wondering why you’re the only ones. I disguised yours to not call you out. ;) http://t.co/uH6UwuOSC0
negative	US Airways	@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why
negative	US Airways	Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma
negative	US Airways	@USAirways 40 minutes to put my TSA number in… 40 mins… and stop holding people hostage with requiring a dividends miles acct. @tsa
negative	US Airways	@USAirways so I would have to go though the entire process again just to get you people on the phone???????? #usairwayssucks
negative	US Airways	"@USAirways really, so what does that mean??? #usairwayssucks"
positive	US Airways	@USAirways thanks!  Can you help remind the agents it's ok?  Ps. Heard rumors of a streaming wifi TV/movie service you might be installing
negative	US Airways	"@USAirways nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain"
negative	US Airways	"@USAirways the only way to assist, is to actually answer the phone."
negative	US Airways	@USAirways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?
negative	US Airways	@usairways would it kill you to let me put my tsaprecheck number on my reservation?
negative	US Airways	"@usairways would it kill you to not let 3,000 miles expire"
negative	US Airways	@usairways would it kill you to let me know how many minutes I might be on hold?
negative	US Airways	@USAirways a $100 @Samsonite - totaled. Not happy. Not at all.
negative	US Airways	@USAirways I have sent letter after letter and get back nothing but form letters and half baked reply's #usairwaysssuck
negative	US Airways	"@USAirways the least comforting thing from your pilot after sitting on a stationary plane for 3 hours is ""I don't really know what happened"""
positive	US Airways	.@USAirways thanks!
negative	US Airways	@USAirways my number is 214-725-1966.  CANT WAIT...LOL #usairsucks
negative	US Airways	@USAirways Have him call me.  I cant wait to see if anything happens.  Your service really sucks.#usairwayssucks
positive	US Airways	@USAirways she also appreciated having her very own hashtag! :) #lucycat
negative	US Airways	@scm1133 @USAirways we hate delays!! have you tried any of these?! http://t.co/7STktJXAN1 (although we're not sure what a timbit is...)
negative	US Airways	@USAirways Big fail on not having curbside baggage in Pittsburgh and you charge 30 dollars a bag!!
neutral	US Airways	"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?"
negative	US Airways	"@USAirways I hope so, too. Thank you for your help. She traveled halfway across the globe and just wants her suitcase."
